                Name	              Artist	               Album	               Genre	      Time
      12 Oz. Prophet	       Soilent Green	       Confrontation	       General Metal	      2:41
 Liquor & Cigarettes	       Soilent Green	       Confrontation	       General Metal	      0:46
    05-The Eye Of Ra	           Space One	       Live On Earth	                Rock	      9:16
    Jack's Obsession	        Sparklehorse	 Nightmare Revisited	          Soundtrack	      5:32
             Outside	              Staind	     Break The Cycle	                Rock	      4:49
     05-Eyes Of Time	            Star One	       Live On Earth	                    	      3:49
           Starchild	            Star One	       Live On Earth	                    	      9:21
       The Two Gates	            Star One	       Live On Earth	                Rock	     14:34
      Actual Fantasy	            Star One	      Live on Earth 	               Metal	      1:28
   Set Your Controls	            Star One	 Live on Earth - CD1	                    	      6:19
           Dreamtime	            Star One	 Live on Earth - CD1	                    	      2:58
 The Dream Sequencer	            Star One	 Live on Earth - CD1	                    	      6:03
        See Me Climb	             Stealth	 Happy 2B Hardcore 4	   Electronica/Dance	      5:49
      Sex Type Thing	 Stone Temple Pilots	                Core	                Rock	      3:40
       Wicked Garden	 Stone Temple Pilots	                Core	                Rock	      4:03
           No Memory	 Stone Temple Pilots	                Core	                Rock	      1:22
                 Sin	 Stone Temple Pilots	                Core	                Rock	      6:07
          Wet My Bed	 Stone Temple Pilots	                Core	                Rock	      1:38
          Crackerman	 Stone Temple Pilots	                Core	                Rock	      3:16
Where The River Goes	 Stone Temple Pilots	                Core	                Rock	      8:27
               Pruno	 Stone Temple Pilots	               No. 4	                Rock	      3:16
   Church On Tuesday	 Stone Temple Pilots	               No. 4	                Rock	      2:58
          No Way Out	 Stone Temple Pilots	               No. 4	                Rock	      4:21
      Sex & Violence	 Stone Temple Pilots	               No. 4	                Rock	      2:56
               Glide	 Stone Temple Pilots	               No. 4	                Rock	      5:02
                 MC5	 Stone Temple Pilots	               No. 4	                Rock	      2:44
             Atlanta	 Stone Temple Pilots	               No. 4	                Rock	      5:18
            Meatplow	 Stone Temple Pilots	              Purple	                Rock	      3:36
       Still Remains	 Stone Temple Pilots	              Purple	                Rock	      3:33
           Army Ants	 Stone Temple Pilots	              Purple	                Rock	      3:46
          Lounge Fly	 Stone Temple Pilots	              Purple	              Jungle	      5:18
           Wonderful	 Stone Temple Pilots	   Shangri-La Dee Da	         Alternative	      3:47
     Hello It's Late	 Stone Temple Pilots	   Shangri-La Dee Da	         Alternative	      4:22
    Too Cool Queenie	 Stone Temple Pilots	   Shangri-La Dee Da	         Alternative	      2:47
                Coma	 Stone Temple Pilots	   Shangri-La Dee Da	          AlternRock	      3:41
       Long Way Home	 Stone Temple Pilots	   Shangri-La Dee Da	          AlternRock	      4:32
        Regeneration	 Stone Temple Pilots	   Shangri-La Dee Da	          AlternRock	      3:55
 A Song For Sleeping	 Stone Temple Pilots	   Shangri-La Dee Da	          AlternRock	      4:15
      Sex Type Thing	 Stone Temple Pilots	           Thank You	                Rock	      3:38
        Dancing Days	 Stone Temple Pilots	                    	                Rock	      4:03
Sour Girl (Acoustic)	 Stone Temple Pilots	                    	            Acoustic	      5:26
         Black Again	 Stone Temple Pilots	                    	                    	      3:26
           Dumb Love	 Stone Temple Pilots	                    	                Rock	      2:51
          Revolution	 Stone Temple Pilots	                    	                    	      3:37
             Skeksis	 Strapping Young Lad	               Alien	               Metal	      6:42
           Shitstorm	 Strapping Young Lad	               Alien	               Metal	      4:22
               Shine	 Strapping Young Lad	               Alien	               Metal	      5:13
             We Ride	 Strapping Young Lad	               Alien	               Metal	      2:37
         Possessions	 Strapping Young Lad	               Alien	               Metal	      4:12
           Two Weeks	 Strapping Young Lad	               Alien	               Metal	      3:28
            Thalamus	 Strapping Young Lad	               Alien	               Metal	      3:58
                 Zen	 Strapping Young Lad	               Alien	               Metal	      5:02
           Info Dump	 Strapping Young Lad	               Alien	               Metal	     11:56
    Velvet Kevorkian	 Strapping Young Lad	                City	      Hardcore Metal	      1:17
     Home Nucleonics	 Strapping Young Lad	                City	      Hardcore Metal	      2:31
                Dire	 Strapping Young Lad	 Strapping Young Lad	   Black/Death Metal	      1:10
          Relentless	 Strapping Young Lad	 Strapping Young Lad	   Black/Death Metal	      3:03
           Aftermath	 Strapping Young Lad	 Strapping Young Lad	   Black/Death Metal	      6:46
              Devour	 Strapping Young Lad	 Strapping Young Lad	   Black/Death Metal	      2:53
         Last Minute	 Strapping Young Lad	 Strapping Young Lad	   Black/Death Metal	      3:58
            Oblivion	         Suffocation	         Suffocation	               Metal	      0:40
 Abominations Reborn	         Suffocation	         Suffocation	               Metal	      3:33
          Redemption	         Suffocation	         Suffocation	               Metal	      5:24
   Bind Torture Kill	         Suffocation	         Suffocation	               Metal	      5:43
        Misconceived	         Suffocation	         Suffocation	               Metal	      3:35
Creed Of The Infidel	         Suffocation	         Suffocation	               Metal	      4:23
              Regret	         Suffocation	         Suffocation	               Metal	      3:50
     Entrails Of You	         Suffocation	         Suffocation	               Metal	      4:20
     The End Of Ends	         Suffocation	         Suffocation	               Metal	      4:13
Prelude To Replusion	         Suffocation	         Suffocation	               Metal	      4:58
            Wartunes	            Suidakra	         The Arcanum	 Melodic Death Metal	      4:50
  To Rest In Silence	            Suidakra	         The Arcanum	 Melodic Death Metal	      5:34
         Dragonbreed	            Suidakra	         The Arcanum	 Melodic Death Metal	      3:58
    Rise Of Taliesin	            Suidakra	         The Arcanum	 Melodic Death Metal	      5:49
  Gates Of Nevermore	            Suidakra	         The Arcanum	 Melodic Death Metal	      4:18
   The Arcance Spell	            Suidakra	         The Arcanum	 Melodic Death Metal	      4:53
      Auld Lang Syne	            Suidakra	      Auld Lang Syne	 Melodic Death Metal	      1:39
       Hall Of Tales	            Suidakra	      Auld Lang Syne	 Melodic Death Metal	      5:30
      A Menhirs Clay	            Suidakra	      Auld Lang Syne	 Melodic Death Metal	      4:32
        An Dúdlachd	            Suidakra	      Auld Lang Syne	 Melodic Death Metal	      2:31
   Tuatha Dé Danaan	            Suidakra	      Auld Lang Syne	 Melodic Death Metal	      4:43
   The Fall Of Tarra	            Suidakra	      Auld Lang Syne	 Melodic Death Metal	      4:13
       Decibel Dance	            Suidakra	   Command To Charge	 Melodic Death Metal	      4:15
  Haughs Of Cromdale	            Suidakra	   Command To Charge	 Melodic Death Metal	      0:28
        The Alliance	            Suidakra	   Command To Charge	 Melodic Death Metal	      4:14
         Second Skin	            Suidakra	   Command To Charge	 Melodic Death Metal	      4:50
      Reap The Storm	            Suidakra	   Command To Charge	 Melodic Death Metal	      4:26
  Strange Perfection	            Suidakra	   Command To Charge	 Melodic Death Metal	      5:26
   The End Beyond Me	            Suidakra	   Command To Charge	 Melodic Death Metal	      9:16
    Pendragon's Fall	            Suidakra	   Emprise To Avalon	 Melodic Death Metal	      5:31
        The Highking	            Suidakra	   Emprise To Avalon	 Melodic Death Metal	      4:00
 The Spoils Of Annwn	            Suidakra	   Emprise To Avalon	 Melodic Death Metal	      1:48
           The Quest	            Suidakra	   Emprise To Avalon	 Melodic Death Metal	      5:19
     A Darksome Path	            Suidakra	      Lays From Afar	 Melodic Death Metal	      4:37
     Chants Of Lethe	            Suidakra	      Lays From Afar	 Melodic Death Metal	      4:33
   The Well Of Might	            Suidakra	      Lays From Afar	 Melodic Death Metal	      4:03
    The Hidden Quest	            Suidakra	      Lays From Afar	 Melodic Death Metal	      3:52
            Morrigan	            Suidakra	      Lays From Afar	 Melodic Death Metal	      3:51
            Peregrin	            Suidakra	      Lays From Afar	 Melodic Death Metal	      1:26
        Wasted Lands	            Suidakra	      Lays From Afar	 Melodic Death Metal	      4:37
               Airne	            Suidakra	      Lays From Afar	 Melodic Death Metal	      1:10
           Foggy Dew	            Suidakra	      Lays From Afar	 Melodic Death Metal	      1:18
             Banshee	            Suidakra	      Lupine Essence	 Melodic Death Metal	      4:40
        Dragon Tribe	            Suidakra	      Lupine Essence	 Melodic Death Metal	      4:20
              Heresy	            Suidakra	      Lupine Essence	 Melodic Death Metal	      3:49
   Sheltering Dreams	            Suidakra	      Lupine Essence	 Melodic Death Metal	      3:20
               Havoc	            Suidakra	      Lupine Essence	 Melodic Death Metal	      4:01
    Warpipes Call Me	            Suidakra	      Lupine Essence	 Melodic Death Metal	      4:16
   ...And A Minstrel	            Suidakra	      Lupine Essence	 Melodic Death Metal	      2:02
   Internal Epidemic	            Suidakra	      Lupine Essence	 Melodic Death Metal	      3:15
            Revenant	            Suidakra	Signs For The Fallen	 Melodic Death Metal	      5:07
      Crown The Lost	            Suidakra	Signs For The Fallen	 Melodic Death Metal	      4:37
            Threnody	            Suidakra	Signs For The Fallen	 Melodic Death Metal	      1:44
      The Ember Died	            Suidakra	Signs For The Fallen	 Melodic Death Metal	      0:23
When Eternity Echoes	            Suidakra	Signs For The Fallen	 Melodic Death Metal	      2:03
           Dimorphic	            Suidakra	Signs For The Fallen	 Melodic Death Metal	      4:22
    Bound In Changes	            Suidakra	Signs For The Fallen	 Melodic Death Metal	      8:52
   A Vision's Demise	            Suidakra	Signs For The Fallen	 Melodic Death Metal	      5:09
          Arcenstone	           Summoning	          Lost Tales	               Metal	      9:17
             Saruman	           Summoning	          Lost Tales	               Metal	      7:40
Flight Of The Nazgul	           Summoning	             Lugburz	                    	      7:03
           Moondance	           Summoning	             Lugburz	                    	      4:46
   Deadly Nightshade	     Swallow The Sun	   What Lies Beneath	        General Rock	      5:47
      Ballroom Blitz	               Sweet	                    	           Punk Rock	      2:27
 The Edge of Forever	          Symphony X	  The Damnation Game	               Metal	      8:58
      Savage Curtain	          Symphony X	  The Damnation Game	               Metal	      3:30
            Whispers	          Symphony X	  The Damnation Game	               Metal	      4:48
        The Haunting	          Symphony X	  The Damnation Game	               Metal	      5:21
         Accolade II	          Symphony X	         The Odyssey	               Metal	      7:53
     King of Terrors	          Symphony X	         The Odyssey	               Metal	      6:19
   Oculus ex Inferni	          Symphony X	       Paradise Lost	               Metal	      2:34
   Oculus Ex Inferni	          Symphony X	       Paradise Lost	   Progressive Metal	      2:34
          Domination	          Symphony X	       Paradise Lost	               Metal	      6:29
          Domination	          Symphony X	       Paradise Lost	   Progressive Metal	      6:29
      Serpent's Kiss	          Symphony X	       Paradise Lost	   Progressive Metal	      5:03
The Serpent‚s Kiss	          Symphony X	       Paradise Lost	               Metal	      5:03
       Paradise Lost	          Symphony X	       Paradise Lost	               Metal	      6:32
    Eve of Seduction	          Symphony X	       Paradise Lost	               Metal	      5:04
    Eve Of Seduction	          Symphony X	       Paradise Lost	   Progressive Metal	      5:04
The Walls of Babylon	          Symphony X	       Paradise Lost	               Metal	      8:16
The Walls Of Babylon	          Symphony X	       Paradise Lost	   Progressive Metal	      8:16
               Seven	          Symphony X	       Paradise Lost	               Metal	      7:01
               Seven	          Symphony X	       Paradise Lost	   Progressive Metal	      7:01
       The Sacrifice	          Symphony X	       Paradise Lost	   Progressive Metal	      4:49
   Into the Dementia	          Symphony X	          Symphony X	               Metal	      1:01
  The Raging Seasons	          Symphony X	          Symphony X	               Metal	      5:01
         Premonition	          Symphony X	          Symphony X	               Metal	      5:35
          Masquerade	          Symphony X	          Symphony X	               Metal	      4:26
    Absinthe and Rue	          Symphony X	          Symphony X	               Metal	      7:16
      Shades of Grey	          Symphony X	          Symphony X	               Metal	      5:41
     Rapture or Pain	          Symphony X	          Symphony X	               Metal	      5:05
    Thorns of Sorrow	          Symphony X	          Symphony X	               Metal	      3:54
 In the Dragon's Den	          Symphony X	 Twilight in Olympus	               Metal	      3:58
           The Relic	          Symphony X	 Twilight in Olympus	               Metal	      5:03
    Lady of the Snow	          Symphony X	 Twilight in Olympus	               Metal	      7:07
            Peephole	    System Of A Down	    System Of A Down	         Alternative	      4:04
              CUBErt	    System Of A Down	    System Of A Down	         Alternative	      1:49
               Darts	    System Of A Down	    System Of A Down	         Alternative	      2:42
             Needles	    System Of A Down	            Toxicity	               Metal	      3:13
           Jet Pilot	    System Of A Down	            Toxicity	               Metal	      2:06
       Clavicula Nox	             Therion	Crowning Of Atlantis	                Rock	      8:51
        Crazy Nights	             Therion	Crowning Of Atlantis	                Rock	      3:42
                Thor	             Therion	Crowning Of Atlantis	                Rock	      4:47
            Seawinds	             Therion	Crowning Of Atlantis	                Rock	      4:23
    Black Sun (Live)	             Therion	Crowning Of Atlantis	                Rock	      5:45
      Eternal Return	             Therion	             Deggial	                Rock	      7:10
       Enter Vril-Ya	             Therion	             Deggial	                Rock	      6:38
        Ship Of Luna	             Therion	             Deggial	                Rock	      6:28
      The Invincible	             Therion	             Deggial	                Rock	      5:09
       Emerald Crown	             Therion	             Deggial	                Rock	      5:29
   Flesh Of The Gods	             Therion	             Deggial	                Rock	      4:06
     Here I Go Again	          Thin Lizzy	           Vagabonds	           Hard Rock	      3:51
        Saving Grace	           Tom Petty	   Highway Companion	                Rock	      3:47
          Square One	           Tom Petty	   Highway Companion	                Rock	      3:25
  Flirting With Time	           Tom Petty	   Highway Companion	                Rock	      3:15
          Down South	           Tom Petty	   Highway Companion	                Rock	      3:27
                Jack	           Tom Petty	   Highway Companion	                Rock	      2:28
Turn This Car Around	           Tom Petty	   Highway Companion	                Rock	      3:58
        Night Driver	           Tom Petty	   Highway Companion	                Rock	      4:27
     Damaged By Love	           Tom Petty	   Highway Companion	                Rock	      3:23
          Ankle Deep	           Tom Petty	   Highway Companion	                Rock	      3:23
     The Golden Rose	           Tom Petty	   Highway Companion	                Rock	      4:43
         Wildflowers	           Tom Petty	         Wildflowers	                    	      3:11
        You Wreck Me	           Tom Petty	         Wildflowers	                    	      3:22
    Don't Fade On Me	           Tom Petty	         Wildflowers	                    	      3:32
          Hard On Me	           Tom Petty	         Wildflowers	                    	      3:48
    Cabin Down Below	           Tom Petty	         Wildflowers	                    	      2:51
    To Find A Friend	           Tom Petty	         Wildflowers	                    	      3:23
      A Higher Place	           Tom Petty	         Wildflowers	                    	      3:56
  House In The Woods	           Tom Petty	         Wildflowers	                    	      5:32
Crawling Back To You	           Tom Petty	         Wildflowers	                    	      5:05
        Wake Up Time	           Tom Petty	         Wildflowers	                    	      5:19
        Stone Letter	            Tomahawk	          Oddfellows	          Indie Rock	      2:52
              I.O.U.	            Tomahawk	          Oddfellows	          Indie Rock	      2:38
     A Thousand Eyes	            Tomahawk	          Oddfellows	          Indie Rock	      2:40
       The Quiet Few	            Tomahawk	          Oddfellows	          Indie Rock	      3:48
          Choke Neck	            Tomahawk	          Oddfellows	          Indie Rock	      3:51
          Waratorium	            Tomahawk	          Oddfellows	          Indie Rock	      3:27
 Baby Let's Play____	            Tomahawk	          Oddfellows	          Indie Rock	      2:43
             Typhoon	            Tomahawk	          Oddfellows	          Indie Rock	      2:11
              Feeder	               Triac	    In the Blue Room	               Metal	      0:43
 Coward in the Smoke	               Triac	    In the Blue Room	               Metal	      0:59
      Shell of a Man	               Triac	    In the Blue Room	               Metal	      1:13
    In the Blue Room	               Triac	    In the Blue Room	               Metal	      2:24
        Fredugolon 6	            The Tuss	Confederation Trough	                    	      5:34
            Alspacka	            The Tuss	Confederation Trough	                    	      4:56
            GX1 Solo	            The Tuss	Confederation Trough	                    	      5:01
    Dressed in Black	               Ulver	        Blood Inside	          Electronic	      7:06
           Christmas	               Ulver	        Blood Inside	          Avantgarde	      6:15
           The Truth	               Ulver	        Blood Inside	          Avantgarde	      4:01
          In The Red	               Ulver	        Blood Inside	          Avantgarde	      3:30
           Your Call	               Ulver	        Blood Inside	          Avantgarde	      6:07
            Operator	               Ulver	        Blood Inside	          Avantgarde	      3:37
                 Ord	               Ulver	        Kveldssanger	               Metal	      0:17
     Høyfjeldsbilde	               Ulver	        Kveldssanger	               Metal	      2:15
           Nattleite	               Ulver	        Kveldssanger	               Metal	      2:11
          Kveldssang	               Ulver	        Kveldssanger	               Metal	      1:32
        Naturmystikk	               Ulver	        Kveldssanger	               Metal	      2:55
        Hiertets Vee	               Ulver	        Kveldssanger	               Metal	      3:54
             Halling	               Ulver	        Kveldssanger	               Metal	      2:07
             Utreise	               Ulver	        Kveldssanger	               Metal	      2:57
           Ulvsblakk	               Ulver	        Kveldssanger	               Metal	      6:56
             Theme 1	               Ulver	 Lyckantropen Themes	          Electronic	      1:21
             Theme 2	               Ulver	 Lyckantropen Themes	          Electronic	      1:37
             Theme 3	               Ulver	 Lyckantropen Themes	          Electronic	      7:13
             Theme 4	               Ulver	 Lyckantropen Themes	          Electronic	      2:14
             Theme 5	               Ulver	 Lyckantropen Themes	          Electronic	      4:48
             Theme 6	               Ulver	 Lyckantropen Themes	          Electronic	      2:42
             Theme 8	               Ulver	 Lyckantropen Themes	          Electronic	      4:17
             Theme 9	               Ulver	 Lyckantropen Themes	          Electronic	      5:50
            Theme 10	               Ulver	 Lyckantropen Themes	          Electronic	      3:44
Of Wolves & Vibrancy	               Ulver	  Metamorphosis (EP)	          Electronic	      4:45
              Gnosis	               Ulver	  Metamorphosis (EP)	          Electronic	      7:59
  Hallways of Always	               Ulver	      Perdition City	               Metal	      6:35
Tomorrow Never Knows	               Ulver	      Perdition City	               Metal	      7:59
   Dead City Centres	               Ulver	      Perdition City	               Metal	      7:11
           Not saved	               Ulver	Teachings In Silence	             Ambient	     10:27
         Trollskogen	               Ulver	     Vargnatt (Demo)	               Metal	      4:31
  Ulvenytternes Kamp	               Ulver	     Vargnatt (Demo)	               Metal	      5:30
    Nattens Madrigal	               Ulver	     Vargnatt (Demo)	               Metal	      6:28
       Real Insanity	        Unholy Grave	           Ethnocide	       Hardcore Punk	      1:07
Horrible Mass Graves	        Unholy Grave	           Ethnocide	       Hardcore Punk	      0:44
 In The Grip Of Evil	        Unholy Grave	           Ethnocide	       Hardcore Punk	      0:47
    Nuclear-Club Ego	        Unholy Grave	           Ethnocide	       Hardcore Punk	      1:09
           Ethnocide	        Unholy Grave	           Ethnocide	       Hardcore Punk	      1:09
   A Glimmer Of Hope	        Unholy Grave	           Ethnocide	       Hardcore Punk	      0:45
  Long Distance Game	        Unholy Grave	           Ethnocide	       Hardcore Punk	      1:12
         Wrongheaded	        Unholy Grave	           Ethnocide	       Hardcore Punk	      1:05
          Dirty Shot	        Unholy Grave	           Ethnocide	       Hardcore Punk	      1:23
         Crime Scene	        Unholy Grave	           Ethnocide	       Hardcore Punk	      1:08
               Kamui	        Unholy Grave	           Ethnocide	       Hardcore Punk	      1:15
               Youth	        Unholy Grave	           Ethnocide	       Hardcore Punk	      1:02
     Out Of Question	        Unholy Grave	           Ethnocide	       Hardcore Punk	      0:58
      Morbid Reality	        Unholy Grave	           Ethnocide	       Hardcore Punk	      0:46
      Mental Disease	        Unholy Grave	           Ethnocide	       Hardcore Punk	      1:18
       Kim After Kim	        Unholy Grave	           Ethnocide	       Hardcore Punk	      1:14
     Target Of Hate?	        Unholy Grave	           Ethnocide	       Hardcore Punk	      1:37
    Squandered Lives	        Unholy Grave	           Ethnocide	       Hardcore Punk	      1:11
 Unwitting Blindness	        Unholy Grave	           Ethnocide	       Hardcore Punk	      1:34
      Anti-Terrorism	        Unholy Grave	           Ethnocide	       Hardcore Punk	      0:46
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      2:48
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      7:50
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      3:45
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      6:31
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	     10:03
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      4:31
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      2:52
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      3:22
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      5:49
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      2:05
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      4:27
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      1:50
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      5:02
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      4:23
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      3:29
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      4:12
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      3:08
          [Untitled]	 Universal Indicator	 Universal Indicator	                    	      4:37
    01 Artist_Aborym	           <Unknown>	           <Unknown>	           <Unknown>	      5:26
         Para Bellum	               Vader	      The Art Of War	               Metal	      1:26
     This Is The War	               Vader	      The Art Of War	               Metal	      2:49
          Lead Us!!!	               Vader	      The Art Of War	               Metal	      3:16
 Banners On The Wind	               Vader	      The Art Of War	               Metal	      0:49
               Chaos	               Vader	     Reborn In Chaos	               Metal	      4:27
      Vicious Circle	               Vader	     Reborn In Chaos	               Metal	      2:48
 Breath Of Centuries	               Vader	     Reborn In Chaos	               Metal	      4:16
  The Final Massacre	               Vader	     Reborn In Chaos	               Metal	      4:48
       Reign-Carrion	               Vader	     Reborn In Chaos	               Metal	      6:05
  The Final Massacre	               Vader	     Reborn In Chaos	               Metal	      4:33
           The Wrath	               Vader	     Reborn In Chaos	               Metal	      3:57
  05-2 Cups of Blood	             Various	     Custom Music CD	           <Unknown>	      1:26
   06-Blood Brothers	             Various	     Custom Music CD	           <Unknown>	      4:47
    07-360 Questions	             Various	     Custom Music CD	           <Unknown>	      0:33
    08-1-800-Suicide	             Various	     Custom Music CD	           <Unknown>	      4:17
09-Diary of a Madman	             Various	     Custom Music CD	           <Unknown>	      4:34
                   s	             Various	     Custom Music CD	           <Unknown>	      3:23
13-Graveyard Chamber	             Various	     Custom Music CD	           <Unknown>	      4:56
        14-DeathTrap	             Various	     Custom Music CD	           <Unknown>	      2:57
 07 - Betta Off Dead	             Various	     Custom Music CD	           <Unknown>	      4:04
  14 - Carnal - Live	             Various	     Custom Music CD	           <Unknown>	      2:33
         The Essence	          Vintersorg	   The Focusing Blur	        General Rock	      5:54
The Thesises Seasons	          Vintersorg	   The Focusing Blur	        General Rock	      4:47
            Curtains	          Vintersorg	   The Focusing Blur	        General Rock	      4:45
  Artifacts of Chaos	          Vintersorg	   The Focusing Blur	        General Rock	      2:37
     Perfektionisten	          Vintersorg	      Solens rötter	               Metal	      4:17
           Kosmosaik	          Vintersorg	      Solens rötter	               Metal	      5:31
         Idétemplet	          Vintersorg	      Solens rötter	               Metal	      4:52
    Naturens Mystär	          Vintersorg	      Solens rötter	               Metal	      5:00
   Att Bygga En Ruin	          Vintersorg	      Solens rötter	               Metal	      5:29
            Straolar	          Vintersorg	      Solens rötter	               Metal	      5:10
    Real Solution #9	        White Zombie	   Astro-Creep: 2000	         Heavy Metal	      4:43
           I, Zombie	        White Zombie	   Astro-Creep: 2000	         Heavy Metal	      3:30
 Blood, Milk And Sky	        White Zombie	   Astro-Creep: 2000	         Heavy Metal	     11:21
   Teenage Wasteland	             The Who	       Baba O'Reiley	        Classic Rock	      5:09
      Sleeping stars	           Wintersun	           Wintersun	               Metal	      5:41
    Sadness and hate	           Wintersun	           Wintersun	               Metal	     10:16
 Herzlich Willkommen	          :Wumpscut:	     Cannibal Anthem	           <Unknown>	      1:10
          Wir Warten	          :Wumpscut:	     Cannibal Anthem	           <Unknown>	      4:20
     Cannibal Anthem	          :Wumpscut:	     Cannibal Anthem	           <Unknown>	      3:59
        Auf Der Jagd	          :Wumpscut:	     Cannibal Anthem	           <Unknown>	      3:40
            Pass Auf	          :Wumpscut:	     Cannibal Anthem	           <Unknown>	      5:11
               Jetzt	          :Wumpscut:	     Cannibal Anthem	           <Unknown>	      3:20
           Ohne Dich	          :Wumpscut:	     Cannibal Anthem	           <Unknown>	      4:21
              Hunger	          :Wumpscut:	     Cannibal Anthem	           <Unknown>	      4:12
            Track 01	             X-Dream	                    	                    	      5:22
            Track 02	             X-Dream	                    	                    	      4:14
            Track 03	             X-Dream	                    	                    	      3:17
            Track 04	             X-Dream	                    	                    	      4:30
            Track 05	             X-Dream	                    	                    	      4:55
            Track 06	             X-Dream	                    	                    	      4:18
            Track 09	             X-Dream	                    	                    	      5:02
            Track 10	             X-Dream	                    	                    	      4:18
            Track 11	             X-Dream	                    	                    	      5:24
            Track 12	             X-Dream	                    	                    	      4:47
            Track 13	             X-Dream	                    	                    	      4:55
            Track 14	             X-Dream	                    	                    	      5:33
            Track 15	             X-Dream	                    	                    	      5:32
            Track 16	             X-Dream	                    	                    	      6:48
              Nabbed	    Yoshida Brothers	 Nightmare Revisited	          Soundtrack	      7:34
       Seeing Things	              Zero 7	          The Garden	         Electronica	      5:12
         Left Behind	              Zero 7	          The Garden	         Electronica	      1:17
          Your Place	              Zero 7	          The Garden	         Electronica	      6:03
  If I Cant Have You	              Zero 7	          The Garden	         Electronica	      3:24
      Waiting To Die	              Zero 7	          The Garden	         Electronica	      3:39
             Trident	           Zoroaster	             Matador	               Metal	      3:38
           Firewater	           Zoroaster	             Matador	               Metal	      4:13
           Breakdown	                  02	                    	                    	      2:44
      Hometown Blues	                  03	                    	                    	      2:14
         Mystery Man	                  08	                    	                    	      3:03
                Luna	                  09	                    	                    	      3:59
       American Girl	                  10	                    	                    	      3:31
       Pacific State	           808 State	24 Hour Party People	          Soundtrack	      3:53
            Pista  1	                    	                    	              Grunge	      2:21
            Track 01	                    	                    	                    	      5:30
            Pista  2	                    	                    	              Grunge	      4:49
            Track 02	                    	                    	                    	      1:49
            Track 02	                    	                    	                    	      4:19
            Pista  3	                    	                    	              Grunge	      3:47
            Track 03	                    	                    	                    	      2:51
            Pista  4	                    	                    	              Grunge	      2:50
            Track 04	                    	                    	                    	      2:03
            Pista  5	                    	                    	              Grunge	      3:07
            Track 05	                    	                    	                    	      4:34
            Pista  6	                    	                    	              Grunge	      1:53
            Track 06	                    	                    	                    	      5:01
            Track 07	                    	                    	                    	      4:19
            Track 08	                    	                    	                    	      3:04
            Track 09	                    	                    	                    	      4:09
            Track 10	                    	                    	                    	      3:11
            Track 11	                    	                    	                    	      1:48
            Track 12	                    	                    	                    	      2:31
       Burning Times	                    	                    	                    	     61:49
           Carpathia	                    	                    	                    	      2:07
            ding_off	                    	                    	                    	      0:00
                Easy	                    	                    	                    	      3:04
  Misfits - Devilock	                    	                    	                    	      1:26
 Misfits - Fuck Cops	                    	                    	                    	      2:15
    Misfits - Skulls	                    	                    	                    	      2:01
   misfits - we bite	                    	                    	                    	      1:13
   The Old Apartment	                    	                    	                    	      3:48
 portal_android_hell	                    	                    	                    	      3:45
         Project 100	                    	                    	                    	      9:37
      Psychic Gibbon	                    	                    	                    	      7:29
            S7301048	                    	                    	                    	      0:10
       split-track02	                    	                    	                    	      3:48
       split-track04	                    	                    	                    	      4:15
       split-track05	                    	                    	                    	      4:31
       split-track07	                    	                    	                    	      4:55
       split-track08	                    	                    	                    	      4:49
       split-track09	                    	                    	                    	    201:18
       split-track11	                    	                    	                    	     11:06
       split-track12	                    	                    	                    	      0:04
                  01	                    	                    	          A Cappella	      4:21
           01 - Once	                    	                    	                    	      3:51
        01 - Refugee	                    	                    	                    	      3:24
          1 Dementia	                    	                    	                    	      2:03
             1 intro	                    	                    	                    	      0:16
          1 no sleep	                    	                    	                    	      2:44
        01-Last exit	                    	                    	                    	      2:54
     01. The Last DJ	                    	                    	                    	      3:50
      01.Track01.mp3	                    	                    	                    	      3:24
                  02	                    	                    	          A Cappella	      2:57
      02 - Even flow	                    	                    	                    	      4:53
          2 dementia	                    	                    	                    	      2:03
       2 hippie cult	                    	                    	                    	      0:50
                  03	                    	                    	          A Cappella	      3:50
          03 - Alive	                    	                    	                    	      5:40
03 - Even The Losers	                    	                    	                    	      4:00
          3 cybergod	                    	                    	                    	      3:40
            3 k.a.p.	                    	                    	                    	      2:15
            3 Vision	                    	                    	                    	      0:47
      03-Not for you	                    	                    	                    	      5:52
      03. Dreamville	                    	                    	                    	      3:48
                  04	                    	                    	          A Cappella	      5:45
         04 - Why go	                    	                    	                    	      3:19
